,Characters,Answer
ㄊㄨㄥㄙㄜ,通塞,False
ㄊㄨㄥㄙㄨ,通俗/同宿,True
ㄊㄨㄥㄧㄘ,同義詞,False
ㄊㄨㄥㄧㄚ,通雅,False
ㄊㄨㄥㄧㄝ,同業/通夜,False
ㄊㄨㄥㄧㄠ,童謠,False
ㄊㄨㄥㄧㄡ,通郵/桐油,False
ㄊㄨㄥㄧㄢ,童顏/同硯,False
ㄊㄨㄥㄧㄣ,痛飲/同寅,False
ㄊㄨㄥㄧㄤ,同樣/痛癢,False
ㄊㄨㄥㄨㄚ,銅瓦,False
ㄊㄨㄥㄨㄟ,彤闈,False
ㄊㄨㄥㄨㄢ,童玩,False
ㄊㄨㄥㄨㄣ,同文/通問,False
ㄊㄨㄥㄨㄤ,通往,False
ㄊㄨㄥㄩㄢ,同源/同願,False
ㄊㄨㄥㄩㄣ,通運/通韻,False
ㄊㄨㄥㄩㄥ,通用,False
ㄊㄨㄦㄧㄝ,兔兒爺,False
ㄊㄨㄧㄠㄗ,土窯子,False
ㄊㄨㄨㄟㄗ,土圍子,False
ㄋㄚㄆㄧㄣ,納聘,False
ㄋㄚㄇㄣㄗ,哪門子,False
ㄋㄚㄇㄧㄥ,納命,False
ㄋㄚㄉㄤㄦ,那當兒,False
ㄋㄚㄉㄧㄥ,拿定,False
ㄋㄚㄊㄡㄦ,那頭兒,False
ㄋㄚㄊㄧㄢ,那天,False
ㄋㄚㄊㄨㄟ,拿腿,False
ㄋㄚㄋㄧㄝ,拿捏/拿捻,False
ㄋㄚㄌㄧㄗ,鈉離子,False
ㄋㄚㄌㄧㄡ,納流,False
ㄋㄚㄌㄧㄢ,衲臉,False
ㄋㄚㄌㄧㄤ,納涼,False
ㄋㄚㄍㄨㄞ,拿拐,False
ㄋㄚㄍㄨㄢ,納官,False
ㄋㄚㄍㄨㄥ,納貢,False
ㄋㄚㄎㄨㄢ,拿款/納款,False
ㄋㄚㄎㄨㄤ,那匡,False
ㄋㄚㄎㄨㄥ,拏空,False
ㄋㄚㄏㄚㄦ,那哈兒,False
ㄋㄚㄏㄨㄚ,拿話/拿滑,False
ㄋㄚㄏㄨㄛ,拿獲,False
ㄋㄚㄏㄨㄟ,納賄,False
ㄋㄚㄏㄨㄢ,納還,False
ㄋㄚㄐㄧㄚ,納甲,False
ㄋㄚㄐㄧㄝ,納節,False
ㄋㄚㄐㄧㄠ,納交/拿腳,False
ㄋㄚㄐㄧㄡ,那就,False
ㄋㄚㄐㄧㄢ,納諫,False
ㄋㄚㄑㄧㄝ,納妾,False
ㄋㄚㄑㄧㄠ,拿翹/拿喬,False
ㄋㄚㄑㄧㄥ,拿情,False
ㄋㄚㄑㄩㄢ,拿權,False
ㄋㄚㄒㄧㄚ,那下/拿下,False
ㄋㄚㄒㄧㄝ,那些/那些,False
ㄋㄚㄒㄧㄢ,納獻,False
ㄋㄚㄒㄧㄤ,納降,False
ㄋㄚㄒㄧㄩ,納西語,False
ㄋㄚㄓㄨㄤ,拿樁,False
ㄋㄚㄓㄨㄧ,拿主意,False
ㄋㄚㄔㄚㄦ,拿岔兒,False
ㄋㄚㄔㄨㄥ,納寵,False
ㄋㄚㄕㄨㄟ,納稅/納水,False
ㄋㄚㄕㄨㄣ,納順,False
ㄋㄚㄗㄨㄥ,拿總,False
ㄋㄚㄘㄨㄟ,納粹,False
ㄋㄚㄙㄕㄜ,拿死蛇,False
ㄋㄚㄜㄊㄡ,拿訛頭,False
ㄋㄚㄧㄅㄚ,拿一把,False
ㄋㄚㄧㄚㄗ,拿鴨子,False
ㄋㄚㄧㄤㄗ,那樣子,False
ㄋㄞㄅㄧㄥ,奶餅,False
ㄋㄞㄆㄤㄗ,奶膀子,False
ㄋㄞㄆㄧㄣ,奶品,False
ㄋㄞㄆㄧㄥ,奶瓶,False
ㄋㄞㄇㄧㄥ,奶名,False
ㄋㄞㄋㄧㄤ,奶娘,False
ㄋㄞㄌㄨㄛ,奶酪,False
ㄋㄞㄌㄨㄥ,耐龍,False
ㄋㄞㄍㄨㄥ,奶公/乃公,False
ㄋㄞㄐㄧㄡ,耐久/奶酒,False
ㄋㄞㄐㄧㄣ,乃今,False
ㄋㄞㄐㄧㄥ,奶精,False
ㄋㄞㄐㄩㄢ,奶捲/乃眷,False
ㄋㄞㄒㄧㄣ,耐心,False
ㄋㄞㄒㄧㄤ,奈向,False
ㄋㄞㄒㄧㄥ,耐性,True
ㄋㄞㄓㄨㄤ,耐撞,False
ㄋㄞㄕㄨㄟ,奶水,False
ㄋㄞㄖㄨㄛ,乃若,False
ㄋㄞㄗㄨㄟ,奶嘴,False
ㄋㄟㄅㄧㄠ,內標,False
ㄋㄟㄅㄧㄢ,內變,False
ㄋㄟㄅㄧㄣ,內賓,False
ㄋㄟㄅㄧㄥ,餒病,False
ㄋㄟㄇㄧㄢ,內面,False
ㄋㄟㄇㄧㄥ,內命,False
ㄋㄟㄉㄧㄠ,內調,False
ㄋㄟㄉㄧㄢ,內典,False
ㄋㄟㄉㄧㄥ,內定,False
ㄋㄟㄊㄤㄨ,內堂屋,False
ㄋㄟㄊㄧㄥ,內廷,False
ㄋㄟㄌㄧㄢ,內斂,False
ㄋㄟㄌㄨㄢ,內亂,False
ㄋㄟㄍㄜㄓ,內閣制,False
ㄋㄟㄍㄨㄟ,內規,False
ㄋㄟㄍㄨㄢ,內觀/內官,False
ㄋㄟㄍㄨㄥ,內功,False
ㄋㄟㄎㄨㄣ,內壼,False
ㄋㄟㄏㄨㄞ,內懷,False
ㄋㄟㄏㄨㄟ,內慧/內諱,False
ㄋㄟㄏㄨㄢ,內患,False
ㄋㄟㄏㄨㄥ,內鬨/內訌,False
ㄋㄟㄐㄧㄚ,內家,False
ㄋㄟㄐㄧㄝ,內姊,False
ㄋㄟㄐㄧㄠ,內教/內角,False
ㄋㄟㄐㄧㄡ,內疚,True
ㄋㄟㄐㄧㄢ,內奸/內間,False
ㄋㄟㄐㄧㄥ,內景,False
ㄋㄟㄐㄩㄢ,內眷,False
ㄋㄟㄑㄧㄢ,內遷/內縴,False
ㄋㄟㄑㄧㄣ,內親/內勤,False
ㄋㄟㄑㄧㄥ,內情,False
ㄋㄟㄑㄩㄝ,餒怯,False
ㄋㄟㄒㄧㄠ,內銷,False
ㄋㄟㄒㄧㄢ,內線,False
ㄋㄟㄒㄧㄣ,內心,False
ㄋㄟㄒㄧㄤ,內向/內相,False
ㄋㄟㄒㄧㄥ,內行/內省,False
ㄋㄟㄒㄩㄝ,內學,False
ㄋㄟㄒㄩㄣ,內訓,False
ㄋㄟㄒㄩㄥ,內兄,False
ㄋㄟㄓㄋㄩ,內姪女,False
ㄋㄟㄓㄨㄢ,內轉/內傳,False
ㄋㄟㄓㄨㄥ,內中,False
ㄋㄟㄔㄨㄥ,內寵,False
ㄋㄟㄖㄨㄥ,內容,True
ㄋㄟㄙㄨㄣ,內孫,False
ㄋㄟㄦㄧㄢ,內耳炎,False
ㄋㄟㄧㄎㄨ,內衣褲,False
ㄋㄠㄅㄧㄥ,鬧病,False
ㄋㄠㄉㄨㄗ,鬧肚子,False
ㄋㄠㄉㄨㄥ,鬧動,False
ㄋㄠㄋㄧㄥ,淖濘,False
ㄋㄠㄌㄧㄡ,腦瘤,False
ㄋㄠㄌㄧㄤ,腦量,False
ㄋㄠㄌㄨㄢ,惱亂,False
ㄋㄠㄍㄨㄚ,惱聒,False
ㄋㄠㄍㄨㄟ,鬧鬼,False
ㄋㄠㄏㄠㄗ,鬧耗子,False
ㄋㄠㄏㄨㄛ,惱火,False
ㄋㄠㄏㄨㄟ,惱悔,False
ㄋㄠㄏㄨㄤ,鬧荒,False
ㄋㄠㄏㄨㄥ,鬧鬨,False
ㄋㄠㄐㄧㄚ,鬧架,False
ㄋㄠㄐㄧㄝ,撓節,False
ㄋㄠㄐㄧㄡ,鬧酒/腦揪,False
ㄋㄠㄐㄧㄣ,腦筋,False
ㄋㄠㄐㄧㄤ,腦漿,False
ㄋㄠㄑㄧㄠ,腦橋,False
ㄋㄠㄓㄨㄤ,鬧裝,False
ㄋㄠㄓㄨㄥ,鬧鐘/孬種,False
ㄋㄠㄔㄨㄟ,鐃吹,False
ㄋㄠㄕㄠㄗ,腦杓子,False
ㄋㄠㄗㄠㄗ,腦鑿子,False
ㄋㄠㄗㄨㄓ,腦組織,False
ㄋㄠㄘㄨㄛ,鬧錯,False
ㄋㄠㄙㄤㄗ,鬧嗓子,False
ㄋㄠㄙㄨㄟ,腦髓,False
ㄋㄢㄅㄢㄗ,南班子,False
ㄋㄢㄅㄤㄗ,南梆子,False
ㄋㄢㄅㄧㄢ,南邊,False
ㄋㄢㄇㄢㄗ,南蠻子,False
ㄋㄢㄇㄧㄢ,難免/南面,True
ㄋㄢㄇㄧㄣ,難民,True
ㄋㄢㄇㄧㄥ,南明,False
ㄋㄢㄉㄧㄢ,難點,False
ㄋㄢㄉㄧㄥ,男丁,False
ㄋㄢㄉㄨㄢ,南端,False
ㄋㄢㄉㄨㄣ,南頓,False
ㄋㄢㄊㄧㄝ,南帖,False
ㄋㄢㄊㄧㄥ,難聽,False
ㄋㄢㄊㄨㄛ,難陀,False
ㄋㄢㄊㄨㄟ,南腿,False
ㄋㄢㄊㄨㄥ,男童,False
ㄋㄢㄌㄧㄡ,楠榴,False
ㄋㄢㄌㄧㄤ,南涼,False
ㄋㄢㄌㄧㄥ,南嶺,False
ㄋㄢㄍㄨㄚ,南瓜,False
ㄋㄢㄍㄨㄛ,難過/南國,True
ㄋㄢㄍㄨㄞ,難怪,True
ㄋㄢㄍㄨㄢ,難關/難關,False
ㄋㄢㄍㄨㄥ,南宮,False
ㄋㄢㄎㄨㄟ,赧愧,False
ㄋㄢㄏㄞㄗ,男孩子,False
ㄋㄢㄏㄨㄛ,南貨,False
ㄋㄢㄏㄨㄟ,南迴,False
ㄋㄢㄐㄧㄚ,男家,False
ㄋㄢㄐㄧㄝ,難解,False
ㄋㄢㄐㄧㄠ,南郊,False
ㄋㄢㄐㄧㄡ,南酒,False
ㄋㄢㄐㄧㄢ,南箋,False
ㄋㄢㄐㄧㄣ,南金,False
ㄋㄢㄐㄧㄥ,南京,False
ㄋㄢㄐㄩㄝ,男爵,False
ㄋㄢㄑㄧㄝ,男妾,False
ㄋㄢㄑㄧㄠ,難僑,False
ㄋㄢㄑㄩㄢ,男權/南拳,False
ㄋㄢㄒㄧㄚ,南下,True
ㄋㄢㄒㄧㄠ,男校,False
ㄋㄢㄒㄧㄢ,南絃,False
ㄋㄢㄒㄧㄥ,男性/難行,True
ㄋㄢㄒㄩㄝ,南學,False
ㄋㄢㄒㄩㄣ,南巡/南薰,False
ㄋㄢㄓㄨㄢ,南饌,False
ㄋㄢㄓㄨㄤ,男裝,False
ㄋㄢㄓㄨㄥ,南中,False
ㄋㄢㄔㄨㄟ,南垂,False
ㄋㄢㄕㄨㄛ,難說,False
ㄋㄢㄖㄨㄢ,南阮,False
ㄋㄢㄖㄨㄥ,難容/南榮,False
ㄋㄢㄗㄏㄢ,男子漢,False
ㄋㄢㄗㄨㄥ,南宗,False
ㄋㄢㄙㄨㄥ,南宋,False
ㄋㄢㄨㄚㄗ,南瓦子,False
ㄋㄣㄇㄧㄠ,嫩苗,False
ㄋㄣㄌㄧㄢ,嫩臉,False
ㄋㄣㄌㄧㄤ,嫩涼,False
ㄋㄣㄏㄨㄤ,嫩黃,False
ㄋㄣㄐㄧㄤ,嫩江,False
ㄋㄣㄑㄧㄥ,嫩晴,False
ㄋㄤㄉㄧㄓ,囊底智,False
ㄋㄤㄊㄨㄛ,囊橐,False
ㄋㄤㄍㄨㄚ,囊括,False
ㄋㄤㄐㄧㄚ,囊家,False
ㄋㄤㄓㄨㄤ,囊裝,False
ㄋㄤㄔㄨㄞ,囊揣,False
ㄋㄥㄆㄧㄣ,能品,False
ㄋㄥㄇㄧㄥ,能名,False
ㄋㄥㄉㄨㄥ,能動,False
ㄋㄥㄌㄧㄤ,能量,False
ㄋㄧㄇㄛㄦ,膩抹兒,False
ㄋㄧㄇㄧㄥ,匿名/逆命,False
ㄋㄧㄉㄧㄥ,擬定/擬訂,False
ㄋㄧㄉㄨㄟ,泥堆,False
ㄋㄧㄊㄨㄛ,擬妥,False
ㄋㄧㄊㄨㄟ,泥腿,False
ㄋㄧㄋㄧㄡ,泥牛,False
ㄋㄧㄋㄧㄢ,匿年,False
ㄋㄧㄋㄧㄥ,泥濘,False
ㄋㄧㄌㄧㄠ,呢料/逆料,False
ㄋㄧㄌㄧㄡ,逆流/泥流,True
ㄋㄧㄌㄧㄣ,逆鱗,False
ㄋㄧㄌㄨㄢ,逆亂,False
ㄋㄧㄌㄨㄣ,逆倫,False
ㄋㄧㄌㄨㄥ,尼龍/泥龍,False
ㄋㄧㄍㄨㄞ,匿拐,False
ㄋㄧㄍㄨㄢ,尼姑庵,False
ㄋㄧㄍㄨㄤ,逆光,False
ㄋㄧㄍㄨㄥ,泥工/匿功,False
ㄋㄧㄎㄨㄢ,兒寬,False
ㄋㄧㄏㄨㄚ,膩滑,False
ㄋㄧㄏㄨㄟ,泥灰,False
ㄋㄧㄏㄨㄥ,霓虹,False
ㄋㄧㄐㄧㄚ,你家,False
ㄋㄧㄐㄧㄝ,逆接,False
ㄋㄧㄐㄧㄠ,昵交/泥腳,False
ㄋㄧㄐㄧㄡ,擬就/泥酒,False
ㄋㄧㄐㄧㄣ,泥金,False
ㄋㄧㄐㄧㄤ,泥漿,False
ㄋㄧㄐㄧㄥ,逆境/擬經,False
ㄋㄧㄑㄧㄡ,泥鰍/麑裘,False
ㄋㄧㄑㄧㄤ,泥牆,False
ㄋㄧㄑㄧㄥ,匿情/擬請,False
ㄋㄧㄒㄧㄠ,匿笑,False
ㄋㄧㄒㄧㄣ,溺信,False
ㄋㄧㄒㄧㄤ,逆向/膩香,False
ㄋㄧㄒㄧㄥ,逆行,False
ㄋㄧㄓㄨㄢ,逆轉/泥磚,False
ㄋㄧㄓㄨㄥ,泥中,False
ㄋㄧㄔㄨㄤ,泥窗,False
ㄋㄧㄕㄥㄘ,擬聲詞,False
ㄋㄧㄕㄨㄟ,泥水/逆水,False
ㄋㄧㄖㄨㄥ,呢絨,False
ㄋㄧㄗㄨㄛ,擬作/猊座,False
ㄋㄧㄗㄨㄟ,泥醉,False
ㄋㄧㄘㄨㄢ,匿竄,False
ㄋㄧㄝㄅㄞ,涅白,False
ㄋㄧㄝㄅㄠ,捏報,False
ㄋㄧㄝㄅㄧ,捏鼻/捻鼻,False
ㄋㄧㄝㄆㄟ,捏坏,False
ㄋㄧㄝㄆㄢ,涅槃,False
ㄋㄧㄝㄉㄤ,孽黨,False
ㄋㄧㄝㄍㄣ,孽根,False
ㄋㄧㄝㄍㄤ,鎳鋼,False
ㄋㄧㄝㄏㄜ,捏合/捻合,False
ㄋㄧㄝㄐㄧ,捏積,False
ㄋㄧㄝㄓㄤ,孽障,False
ㄋㄧㄝㄓㄥ,聶政,False
ㄋㄧㄝㄔㄨ,孽畜,False
ㄋㄧㄝㄕㄜ,捏舌/捻舌,False
ㄋㄧㄝㄖㄨ,囁嚅,False
ㄋㄧㄝㄗㄠ,捏造,False
ㄋㄧㄝㄗㄨ,躡足,False
ㄋㄧㄝㄙㄨ,捏塑/捻塑,False
ㄋㄧㄝㄧㄥ,躡景,False
ㄋㄧㄝㄩㄢ,孽緣/孽冤,False
ㄋㄧㄠㄅㄨ,尿布/鳥卜,False
ㄋㄧㄠㄈㄟ,尿肥,False
ㄋㄧㄠㄈㄤ,鳥房,False
ㄋㄧㄠㄉㄞ,尿袋,False
ㄋㄧㄠㄉㄠ,尿道/鳥道,False
ㄋㄧㄠㄋㄠ,嬲惱,False
ㄋㄧㄠㄋㄤ,尿囊,False
ㄋㄧㄠㄌㄟ,鳥類,False
ㄋㄧㄠㄌㄧ,鳥梨,False
ㄋㄧㄠㄎㄢ,鳥瞰,False
ㄋㄧㄠㄎㄤ,尿炕,False
ㄋㄧㄠㄏㄨ,尿壺,False
ㄋㄧㄠㄐㄧ,尿急,False
ㄋㄧㄠㄐㄩ,鳥舉,False
ㄋㄧㄠㄑㄧ,溺器,False
ㄋㄧㄠㄔㄠ,鳥巢,False
ㄋㄧㄠㄕㄡ,鳥獸,False
ㄋㄧㄠㄖㄠ,裊繞,False
ㄋㄧㄠㄖㄣ,鳥人,False
ㄋㄧㄠㄗㄤ,鳥葬,False
ㄋㄧㄠㄙㄢ,鳥散,False
ㄋㄧㄠㄙㄨ,尿素,False
ㄋㄧㄠㄧㄝ,尿液,False
ㄋㄧㄠㄨㄛ,鳥窩,False
ㄋㄧㄠㄨㄣ,鳥紋,False
ㄋㄧㄠㄨㄤ,鳥王,False
ㄋㄧㄠㄩㄢ,鳥園,False
ㄋㄧㄡㄅㄢ,鈕絆,False
ㄋㄧㄡㄅㄤ,牛蒡,False
ㄋㄧㄡㄆㄞ,牛排,False
ㄋㄧㄡㄆㄥ,牛棚,False
ㄋㄧㄡㄆㄧ,牛皮,False
ㄋㄧㄡㄇㄚ,牛馬,False
ㄋㄧㄡㄇㄠ,牛毛,False
ㄋㄧㄡㄇㄣ,紐門,False
ㄋㄧㄡㄇㄥ,牛虻,False
ㄋㄧㄡㄉㄚ,扭打/扭搭,False
ㄋㄧㄡㄉㄞ,紐帶,False
ㄋㄧㄡㄉㄠ,牛刀,False
ㄋㄧㄡㄉㄡ,牛痘,False
ㄋㄧㄡㄉㄨ,牛犢,False
ㄋㄧㄡㄊㄡ,牛頭,False
ㄋㄧㄡㄋㄞ,牛奶,True
ㄋㄧㄡㄋㄢ,牛腩,False
ㄋㄧㄡㄋㄧ,忸怩,False
ㄋㄧㄡㄋㄩ,牛女,False
ㄋㄧㄡㄌㄢ,牛欄,False
ㄋㄧㄡㄌㄤ,牛郎,False
ㄋㄧㄡㄌㄧ,扭力/牛犁,False
ㄋㄧㄡㄎㄞ,扭開,False
ㄋㄧㄡㄎㄡ,鈕扣/紐扣,False
ㄋㄧㄡㄏㄡ,牛後,False
ㄋㄧㄡㄑㄧ,牛氣,False
ㄋㄧㄡㄑㄩ,扭曲,False
ㄋㄧㄡㄒㄧ,狃習,False
ㄋㄧㄡㄔㄜ,牛車,False
ㄋㄧㄡㄕㄣ,扭身,False
ㄋㄧㄡㄕㄤ,扭傷,False
ㄋㄧㄡㄖㄡ,牛肉,True
ㄋㄧㄡㄖㄣ,牛人,False
ㄋㄧㄡㄖㄨ,牛乳,False
ㄋㄧㄡㄗㄚ,牛雜,False
ㄋㄧㄡㄗㄨ,紐捽,False
ㄋㄧㄡㄙㄡ,扭搜,False
ㄋㄧㄡㄧㄠ,牛腰/扭腰,False
ㄋㄧㄡㄧㄡ,牛油,False
ㄋㄧㄡㄧㄢ,牛眼,False
ㄋㄧㄡㄧㄣ,牛飲,False
ㄋㄧㄡㄧㄤ,牛鞅,False
ㄋㄧㄡㄧㄥ,牛蠅,False
ㄋㄧㄡㄨㄚ,牛蛙,False
ㄋㄧㄡㄨㄣ,牛瘟,False
ㄋㄧㄢㄅㄚ,年把,False
ㄋㄧㄢㄅㄛ,年伯,False
ㄋㄧㄢㄅㄞ,念白/唸白,False
ㄋㄧㄢㄅㄟ,年輩,False
ㄋㄧㄢㄅㄠ,年報,False
ㄋㄧㄢㄅㄢ,年班,False
ㄋㄧㄢㄅㄧ,拈筆,False
ㄋㄧㄢㄅㄨ,粘補,False
ㄋㄧㄢㄆㄢ,碾盤,False
ㄋㄧㄢㄆㄨ,年譜,False
ㄋㄧㄢㄇㄛ,黏膜,False
ㄋㄧㄢㄇㄞ,年邁,False
ㄋㄧㄢㄇㄠ,年貌,False
ㄋㄧㄢㄇㄧ,碾米,False
ㄋㄧㄢㄈㄛ,念佛,False
ㄋㄧㄢㄈㄟ,年費/捻匪,False
ㄋㄧㄢㄈㄢ,年飯/捻泛,False
ㄋㄧㄢㄈㄣ,年分,False
ㄋㄧㄢㄈㄤ,碾房/碾坊,False
ㄋㄧㄢㄈㄨ,黏附/輦夫,False
ㄋㄧㄢㄉㄞ,年代,True
ㄋㄧㄢㄉㄠ,輦道/念叨,False
ㄋㄧㄢㄉㄥ,年登,False
ㄋㄧㄢㄉㄧ,年底/年弟,True
ㄋㄧㄢㄉㄨ,年度/黏度,False
ㄋㄧㄢㄊㄞ,年臺,False
ㄋㄧㄢㄊㄡ,年頭/念頭,False
ㄋㄧㄢㄊㄨ,黏土,False
ㄋㄧㄢㄋㄟ,年內,False
ㄋㄧㄢㄌㄚ,年臘,False
ㄋㄧㄢㄌㄞ,年來/拈來,False
ㄋㄧㄢㄌㄠ,年老/年勞,False
ㄋㄧㄢㄌㄧ,念力/年例,False
ㄋㄧㄢㄌㄨ,輦路,False
ㄋㄧㄢㄌㄩ,念慮,False
ㄋㄧㄢㄍㄜ,念歌,False
ㄋㄧㄢㄍㄠ,年糕/年高,False
ㄋㄧㄢㄍㄢ,蔫甘/粘竿,False
ㄋㄧㄢㄍㄥ,年庚,False
ㄋㄧㄢㄍㄨ,年穀/輦轂,False
ㄋㄧㄢㄎㄢ,年刊,False
ㄋㄧㄢㄏㄜ,黏合,False
ㄋㄧㄢㄏㄠ,年號,False
ㄋㄧㄢㄏㄨ,黏糊,False
ㄋㄧㄢㄐㄧ,年紀/年級,False
ㄋㄧㄢㄒㄧ,年息/輦席,False
ㄋㄧㄢㄓㄜ,粘著,False
ㄋㄧㄢㄓㄡ,念咒/唸咒,False
ㄋㄧㄢㄓㄣ,捻針,False
ㄋㄧㄢㄓㄤ,年長,False
ㄋㄧㄢㄓㄨ,黏住/念珠,False
ㄋㄧㄢㄔㄡ,黏稠/粘稠,False
ㄋㄧㄢㄔㄥ,年成/年程,False
ㄋㄧㄢㄔㄨ,年初,False
ㄋㄧㄢㄕㄠ,年少,True
ㄋㄧㄢㄕㄨ,念書/年數,False
ㄋㄧㄢㄖㄣ,黏人,False
ㄋㄧㄢㄗㄗ,念孜孜,False
ㄋㄧㄢㄗㄞ,輦載,False
ㄋㄧㄢㄗㄡ,攆走,False
ㄋㄧㄢㄘㄞ,年菜,False
ㄋㄧㄢㄧㄝ,黏液/年夜,False
ㄋㄧㄢㄧㄡ,年幼/黏油,False
ㄋㄧㄢㄧㄤ,念秧,False
ㄋㄧㄢㄨㄟ,年尾,False
ㄋㄧㄢㄨㄢ,年晚,False
ㄋㄧㄢㄩㄝ,年月,False
ㄋㄧㄢㄩㄣ,年運,False
ㄋㄧㄣㄋㄚ,您納/您哪,False
ㄋㄧㄣㄌㄠ,您老,False
ㄋㄧㄤㄆㄛ,娘婆,False
ㄋㄧㄤㄇㄧ,釀蜜,False
ㄋㄧㄤㄉㄜ,娘的,False
ㄋㄧㄤㄊㄞ,娘胎,False
ㄋㄧㄤㄑㄧ,釀器,False
ㄋㄧㄤㄔㄥ,釀成,False
ㄋㄧㄤㄗㄠ,釀造,False
ㄋㄧㄥㄇㄡ,凝眸,False
ㄋㄧㄥㄇㄥ,檸檬,True
ㄋㄧㄥㄇㄧ,寧謐,False
ㄋㄧㄥㄇㄨ,凝目,False
ㄋㄧㄥㄈㄛ,佞佛,False
ㄋㄧㄥㄉㄧ,凝睇,False
ㄋㄧㄥㄊㄞ,凝態,False
ㄋㄧㄥㄋㄞ,寧奈,False
ㄋㄧㄥㄋㄠ,濘淖,False
ㄋㄧㄥㄌㄜ,擰了,False
ㄋㄧㄥㄌㄨ,佞祿,False
ㄋㄧㄥㄌㄩ,凝慮,False
ㄋㄧㄥㄍㄜ,寧個,False
ㄋㄧㄥㄍㄢ,擰乾,False
ㄋㄧㄥㄍㄨ,凝固,False
ㄋㄧㄥㄎㄜ,寧可,False
ㄋㄧㄥㄎㄞ,擰開,False
ㄋㄧㄥㄎㄡ,佞口,False
ㄋㄧㄥㄏㄢ,凝寒,False
ㄋㄧㄥㄏㄨ,凝冱,False
ㄋㄧㄥㄐㄧ,凝集,False
ㄋㄧㄥㄐㄩ,凝聚,False
ㄋㄧㄥㄒㄧ,寧息,False
ㄋㄧㄥㄒㄩ,寧許,False
ㄋㄧㄥㄓㄨ,凝佇,False
ㄋㄧㄥㄔㄡ,寧綢,False
ㄋㄧㄥㄔㄣ,佞臣,False
ㄋㄧㄥㄕㄜ,佞舌,False
ㄋㄧㄥㄕㄣ,凝神/寧神,False
ㄋㄧㄥㄖㄢ,凝然,False
ㄋㄧㄥㄖㄣ,佞人,False
ㄋㄧㄥㄖㄨ,凝乳,False
ㄋㄧㄥㄧㄝ,凝咽,False
ㄋㄧㄥㄧㄢ,佞言,False
ㄋㄧㄥㄨㄤ,凝望/凝網,True
ㄋㄧㄥㄩㄢ,寧願,True
ㄋㄨㄉㄨㄣ,駑鈍,False
ㄋㄨㄍㄨㄥ,奴工/弩弓,False
ㄋㄨㄏㄨㄚ,奴化,False
ㄋㄨㄏㄨㄛ,怒火,False
ㄋㄨㄐㄧㄚ,奴家,False
ㄋㄨㄐㄧㄢ,弩箭,False
ㄋㄨㄐㄧㄤ,怒江,False
ㄋㄨㄑㄧㄢ,駑鉛,False
ㄋㄨㄒㄧㄚ,駑下,False
ㄋㄨㄒㄧㄥ,奴性,False
ㄋㄨㄓㄨㄛ,努著,False
ㄋㄨㄔㄢㄗ,奴產子,False
ㄋㄨㄗㄨㄟ,努嘴,False
ㄋㄨㄘㄨㄥ,奴從,False
ㄋㄨㄛㄅㄨ,那步,False
ㄋㄨㄛㄇㄧ,糯米,False
ㄋㄨㄛㄈㄨ,懦夫,True
ㄋㄨㄛㄉㄠ,糯稻,False
ㄋㄨㄛㄊㄞ,挪抬,False
ㄋㄨㄛㄎㄞ,挪開,False
ㄋㄨㄛㄏㄢ,搦翰,False
ㄋㄨㄛㄓㄚ,哪吒,False
ㄋㄨㄛㄓㄢ,搦戰,False
ㄋㄨㄛㄕㄣ,儺神,False
ㄋㄨㄛㄘㄡ,挪湊,False
ㄋㄨㄛㄧㄚ,諾亞,False
ㄋㄨㄛㄧㄢ,諾言,False
ㄋㄨㄛㄩㄥ,挪用,False
ㄋㄨㄢㄆㄢ,餪盤,False
ㄋㄨㄢㄇㄠ,暖帽,False
ㄋㄨㄢㄈㄤ,暖房,False
ㄋㄨㄢㄈㄥ,暖風/暖鋒,False
ㄋㄨㄢㄉㄢ,暖蛋,False
ㄋㄨㄢㄋㄩ,暖女/餪女,False
ㄋㄨㄢㄌㄨ,暖爐,False
ㄋㄨㄢㄍㄜ,暖閣,False
ㄋㄨㄢㄎㄤ,暖炕,False
ㄋㄨㄢㄏㄨ,暖壺,False
ㄋㄨㄢㄑㄧ,暖氣,False
ㄋㄨㄢㄔㄣ,暖塵,False
ㄋㄨㄢㄔㄤ,暖廠,False
ㄋㄨㄢㄕㄡ,暖壽,False
ㄋㄨㄢㄕㄣ,暖身,False
ㄋㄨㄢㄧㄢ,暖眼,False
ㄋㄨㄥㄅㄠ,農保/膿包,False
ㄋㄨㄥㄅㄧ,弄筆,False
ㄋㄨㄥㄆㄛ,弄破,False
ㄋㄨㄥㄆㄥ,弄甏,False
ㄋㄨㄥㄆㄨ,農圃,False
ㄋㄨㄥㄇㄛ,濃抹/濃墨,False
ㄋㄨㄥㄇㄟ,濃眉,False
ㄋㄨㄥㄇㄤ,農忙,False
ㄋㄨㄥㄇㄧ,濃密,False
ㄋㄨㄥㄇㄨ,農牧,False
ㄋㄨㄥㄈㄚ,弄法,False
ㄋㄨㄥㄈㄢ,弄飯,False
ㄋㄨㄥㄈㄨ,農夫/農婦,False
ㄋㄨㄥㄉㄠ,弄倒/弄刀,False
ㄋㄨㄥㄉㄢ,濃淡,False
ㄋㄨㄥㄉㄧ,農地,False
ㄋㄨㄥㄉㄨ,濃度,False
ㄋㄨㄥㄊㄠ,弄濤,False
