,Characters,Answer,Score
ㄨㄞㄑㄧㄠ,外僑,FALSE,773516
ㄉㄠㄒㄧㄤ,導向/稻香,FALSE,773511
ㄍㄡㄊㄨㄥ,溝通/苟同,TRUE,773509
ㄊㄧㄥㄏㄤ,停航,FALSE,773506
ㄊㄧㄢㄌㄤ,天狼,FALSE,773498
ㄒㄩㄖㄨㄥ,虛榮,FALSE,773480
ㄅㄤㄍㄨㄥ,幫工,FALSE,773472
ㄩㄣㄒㄧㄚ,雲霞/允洽,FALSE,773443
ㄕㄨㄟㄑㄧ,水氣/稅契,FALSE,773403
ㄙㄨㄟㄒㄧ,隨喜,FALSE,773385
ㄊㄧㄢㄌㄠ,天老/天牢,FALSE,773372
ㄕㄣㄒㄧㄚ,身下,FALSE,773317
ㄙㄢㄒㄧㄤ,三相,FALSE,773309
ㄍㄨㄢㄨㄣ,關文,FALSE,773303
ㄆㄧㄒㄩㄢ,皮軒/披軒,FALSE,773280
ㄧㄚㄊㄨㄟ,牙推/衙推,FALSE,773259
ㄉㄧㄠㄇㄢ,刁蠻,FALSE,773237
ㄕㄨㄟㄉㄥ,水燈,FALSE,773219
ㄔㄥㄌㄧㄣ,成林,FALSE,773215
ㄧㄚㄏㄨㄟ,雅會/牙慧,FALSE,773210
ㄒㄧㄋㄧㄢ,昔年/觿年,FALSE,773183
ㄙㄢㄒㄧㄠ,三笑/三消,FALSE,773183
ㄖㄥㄐㄧㄡ,仍舊,FALSE,773182
ㄐㄩㄣㄧㄠ,鈞窯,FALSE,773167
ㄐㄧㄢㄎㄡ,緘口,FALSE,773162
ㄇㄨㄐㄩㄢ,募捐,FALSE,773161
ㄑㄧㄥㄈㄣ,情分,FALSE,773158
ㄗㄨㄥㄖㄢ,縱然/總然,FALSE,773129
ㄋㄧㄔㄨㄤ,泥窗,FALSE,773107
ㄑㄧㄥㄧㄤ,清樣/清揚,FALSE,773087
ㄏㄨㄣㄋㄧ,昏逆,FALSE,773085
ㄩㄥㄌㄧㄡ,涌流,FALSE,773043
ㄇㄠㄉㄧㄢ,茂典/懋典,FALSE,773014
ㄉㄨㄢㄓㄤ,斷掌,FALSE,773014
ㄉㄤㄒㄧㄠ,黨校,FALSE,773009
ㄐㄧㄢㄒㄧ,見習/奸細,TRUE,773007
ㄑㄧㄥㄧㄠ,清要/清么,FALSE,772961
ㄍㄨㄒㄩㄣ,古訓/固遜,FALSE,772925
ㄕㄥㄌㄧㄡ,勝流,FALSE,772917
ㄅㄞㄐㄧㄢ,拜見/白簡,FALSE,772896
ㄉㄨㄢㄓㄠ,端兆,FALSE,772888
ㄈㄢㄌㄧㄣ,犯鱗,FALSE,772873
ㄌㄧㄢㄏㄠ,連號,FALSE,772872
ㄌㄧㄦㄨㄤ,李爾王,FALSE,772870
ㄉㄨㄛㄕㄢ,躲閃,FALSE,772857
ㄏㄨㄚㄍㄥ,花梗,FALSE,772851
ㄒㄧㄣㄕㄡ,新手/信手,FALSE,772839
ㄊㄧㄠㄧㄢ,挑眼/窕言,FALSE,772830
ㄊㄨㄥㄍㄡ,統購,FALSE,772825
ㄑㄧㄢㄕㄤ,前晌,FALSE,772792
ㄌㄨㄛㄑㄧ,羅綺,FALSE,772767
ㄔㄨㄥㄐㄩ,重聚,FALSE,772731
ㄩㄢㄊㄧㄠ,遠眺,FALSE,772727
ㄉㄧㄢㄧㄝ,電冶/典業,FALSE,772703
ㄈㄚㄉㄧㄥ,法定,TRUE,772692
ㄏㄨㄥㄍㄡ,鴻溝/宏構,FALSE,772690
ㄔㄤㄉㄧㄢ,娼店,FALSE,772686
ㄓㄨㄤㄉㄢ,裝旦/壯膽,FALSE,772675
ㄑㄧㄢㄕㄠ,前哨,FALSE,772666
ㄉㄧㄢㄔㄤ,點唱/電場,FALSE,772643
ㄇㄤㄉㄧㄢ,盲點,TRUE,772638
ㄍㄨㄥㄖㄣ,工人/公認,TRUE,772629
ㄧㄡㄏㄨㄟ,優惠/有會,FALSE,772610
ㄉㄠㄓㄨㄢ,倒轉,FALSE,772562
ㄑㄧㄤㄧㄥ,強硬,FALSE,772533
ㄉㄢㄏㄨㄤ,蛋黃/丹黃,FALSE,772532
ㄆㄧㄠㄕㄨ,票數,FALSE,772510
ㄕㄣㄒㄧㄡ,神秀,FALSE,772510
ㄋㄢㄐㄧㄠ,南郊,FALSE,772490
ㄓㄥㄌㄨㄣ,爭論/政論,FALSE,772460
ㄓㄨㄛㄌㄧ,著力/卓立,FALSE,772424
ㄨㄐㄧㄚㄩ,烏頰魚,FALSE,772310
ㄓㄠㄉㄨㄢ,肇端,FALSE,772307
ㄊㄡㄌㄧㄥ,頭領,FALSE,772283
ㄏㄨㄛㄊㄧ,或體/禍梯,FALSE,772263
ㄨㄆㄣㄐㄧ,烏盆計,FALSE,772263
ㄖㄣㄉㄨㄥ,忍冬,FALSE,772240
ㄙㄚㄒㄧㄢ,撒線,FALSE,772203
ㄉㄧㄢㄇㄠ,點卯/顛毛,FALSE,772197
ㄔㄨㄞㄐㄧ,揣己,FALSE,772161
ㄒㄧㄚㄆㄢ,下盤/下磐,FALSE,772159
ㄍㄨㄛㄩㄢ,果園,FALSE,772142
ㄕㄚㄑㄧㄥ,殺青,FALSE,772139
ㄌㄧㄥㄅㄠ,靈保/凌暴,FALSE,772094
ㄈㄡㄉㄧㄥ,否定,TRUE,772092
ㄒㄧㄠㄘㄢ,篠驂,FALSE,772079
ㄆㄨㄐㄧㄙ,普濟寺,FALSE,772071
ㄒㄧㄡㄕㄣ,修身,FALSE,772071
ㄔㄢㄎㄨㄥ,攙空,FALSE,771991
ㄖㄨㄣㄅㄧ,潤筆,FALSE,771990
ㄊㄧㄢㄈㄣ,天分/添墳,FALSE,771987
ㄉㄚㄇㄧㄥ,大命/大明,FALSE,771961
ㄑㄧㄥㄕㄚ,情殺/輕紗,FALSE,771952
ㄇㄢㄎㄨㄥ,漫空,FALSE,771943
ㄌㄠㄅㄧㄥ,老病/老兵,FALSE,771943
ㄓㄤㄉㄨㄢ,杖斷/漳緞,FALSE,771931
ㄓㄨㄢㄉㄠ,轉道,FALSE,771925
ㄊㄧㄢㄧㄤ,天樣,FALSE,771916
ㄡㄧㄨㄟㄓ,偶一為之,FALSE,771817
ㄒㄧㄩㄢㄗ,戲園子,FALSE,771784
ㄌㄧㄥㄊㄡ,零頭/領頭,FALSE,771694
ㄕㄚㄊㄧㄢ,沙田,FALSE,771621
ㄢㄑㄧㄕㄥ,安期生,FALSE,771557
ㄕㄡㄑㄧㄥ,售罄,FALSE,771539
ㄋㄚㄐㄧㄢ,納諫,FALSE,771510
ㄑㄧㄥㄔㄣ,清晨/清塵,FALSE,771479
ㄉㄚㄊㄨㄢ,打團,FALSE,771475
ㄉㄨㄥㄑㄩ,東區,FALSE,771473
ㄒㄧㄢㄉㄢ,鹹蛋/仙丹,FALSE,771447
ㄋㄩㄐㄧㄢ,女監,FALSE,771428
ㄉㄚㄏㄨㄢ,打換/打喚,FALSE,771426
ㄨㄐㄧㄩㄕ,無濟於事,FALSE,771414
ㄕㄨㄟㄅㄧ,水筆,FALSE,771405
ㄒㄩㄥㄑㄧ,雄氣/凶氣,FALSE,771393
ㄉㄨㄥㄓㄡ,東周,FALSE,771367
ㄕㄤㄐㄧㄣ,上進/上緊,TRUE,771352
ㄍㄨㄟㄕㄥ,規繩,FALSE,771348
ㄒㄧㄤㄉㄠ,嚮導/香稻,FALSE,771309
ㄐㄧㄤㄕㄣ,將身/降神,FALSE,771268
ㄆㄧㄏㄨㄛ,被禍/脾火,FALSE,771265
ㄗㄨㄥㄒㄩ,蹤緒,FALSE,771251
ㄏㄨㄚㄉㄢ,花旦/華誕,FALSE,771231
ㄘㄨㄑㄧㄚ,促掐,FALSE,771217
ㄓㄨㄥㄉㄚ,中大/重大,TRUE,771211
ㄐㄧㄢㄅㄞ,堅白,FALSE,771207
ㄉㄧㄢㄅㄛ,電波/顛簸,TRUE,771197
ㄔㄢㄌㄧㄣ,禪林,FALSE,771197
ㄋㄧㄥㄐㄩ,凝聚,FALSE,771196
ㄊㄠㄒㄧㄣ,掏心/討信,FALSE,771176
ㄐㄧㄣㄕㄤ,今上/近上,FALSE,771174
ㄑㄧㄥㄇㄣ,清門/青門,FALSE,771159
ㄑㄧㄥㄕㄡ,清瘦/擎手,FALSE,771145
ㄋㄟㄒㄧㄥ,內行/內省,FALSE,771123
ㄐㄩㄔㄨㄢ,巨川,FALSE,771123
ㄔㄣㄨㄉㄧ,陳武帝,FALSE,771108
ㄆㄧㄥㄒㄩ,憑虛/馮虛,FALSE,771106
ㄉㄨㄟㄩㄢ,隊員/對圓,FALSE,771079
ㄏㄨㄣㄓㄢ,混戰,FALSE,771074
ㄊㄚㄉㄨㄢ,他端,FALSE,771062
ㄏㄠㄒㄧㄣ,好心,FALSE,771041
ㄒㄧㄢㄘㄠ,仙草/仙曹,FALSE,771039
ㄩㄢㄌㄧㄡ,源流,FALSE,771025
ㄕㄡㄊㄧㄢ,受田/授田,FALSE,771021
ㄔㄚㄉㄧㄥ,插定/茶鼎,FALSE,771016
ㄔㄨㄤㄌㄧ,創立,FALSE,770996
ㄑㄩㄉㄨㄥ,驅動,FALSE,770973
ㄧㄥㄓㄨㄥ,應鐘,FALSE,770929
ㄍㄠㄇㄧㄢ,高棉,FALSE,770927
ㄒㄩㄢㄓㄨ,玄著/玄珠,FALSE,770897
ㄍㄜㄨㄐㄧ,歌舞伎,FALSE,770858
ㄉㄨㄢㄊㄡ,斷頭/段頭,FALSE,770843
ㄑㄧㄣㄔㄥ,欽承,FALSE,770831
ㄊㄤㄒㄧㄣ,溏心,FALSE,770800
ㄌㄨㄛㄅㄧ,落筆,FALSE,770769
ㄘㄢㄓㄨㄥ,慘重,FALSE,770758
ㄏㄨㄢㄉㄚ,宦達,FALSE,770699
ㄌㄨㄣㄆㄧ,倫匹,FALSE,770662
ㄅㄧㄥㄧㄤ,冰洋,FALSE,770636
ㄧㄚㄓㄨㄛ,壓桌,FALSE,770634
ㄕㄤㄅㄧㄢ,上邊,TRUE,770632
ㄍㄨㄟㄇㄧ,詭祕,FALSE,770541
ㄉㄚㄓㄨㄥ,大眾/大中,FALSE,770516
ㄒㄩㄢㄊㄧ,選體,FALSE,770516
ㄅㄧㄥㄧㄠ,兵要/炳曜,FALSE,770510
ㄇㄧㄥㄉㄚ,命大/明達,FALSE,770510
ㄉㄨㄢㄏㄡ,斷後/短後,FALSE,770500
ㄍㄨㄑㄩㄥ,固窮/孤窮,FALSE,770485
ㄎㄥㄐㄧㄚ,傾家,FALSE,770477
ㄩㄣㄐㄧㄠ,運腳/韻腳,FALSE,770438
ㄍㄠㄒㄧㄤ,高香/告饗,FALSE,770431
ㄔㄡㄉㄧㄥ,抽丁,FALSE,770416
ㄓㄨㄥㄉㄡ,種痘,FALSE,770404
ㄔㄣㄑㄧㄥ,陳情/陳請,FALSE,770368
ㄌㄥㄉㄧㄝ,冷碟,FALSE,770340
ㄨㄞㄅㄧㄠ,外表/外標,TRUE,770339
ㄕㄣㄐㄧㄠ,深交/身教,FALSE,770312
ㄉㄧㄊㄢㄕ,地毯式,FALSE,770309
ㄊㄧㄥㄧㄡ,聽友,FALSE,770269
ㄓㄜㄐㄧㄢ,折簡/折箭,FALSE,770268
ㄆㄠㄐㄧㄢ,炮艦,FALSE,770265
ㄒㄩㄎㄨㄥ,虛空,FALSE,770216
ㄘㄨㄛㄒㄧ,矬西,FALSE,770212
ㄈㄢㄋㄨㄥ,翻弄/販弄,FALSE,770176
ㄏㄥㄌㄧㄤ,衡量/恆量,TRUE,770158
ㄧㄚㄔㄨㄤ,牙床/押床,FALSE,770095
ㄋㄨㄥㄨㄢ,弄丸,FALSE,770075
ㄐㄧㄠㄆㄢ,交盤/絞盤,FALSE,770069
ㄧㄣㄒㄧㄥ,隱形/銀杏,FALSE,770065
ㄅㄧㄣㄈㄥ,豳風,FALSE,770059
ㄧㄡㄓㄨㄛ,油棹,FALSE,770034
ㄆㄧㄒㄧㄥ,脾性/批行,FALSE,770032
ㄌㄧㄘㄨㄛ,力挫,FALSE,770006
ㄊㄧㄢㄇㄣ,天門,FALSE,769988
ㄈㄥㄉㄧㄠ,風調/奉調,FALSE,769976
ㄊㄧㄢㄕㄡ,天授/添壽,FALSE,769974
ㄒㄧㄆㄧㄥ,悉平/熹平,FALSE,769943
ㄍㄨㄢㄓㄤ,關張/官長,FALSE,769934
ㄕㄨㄣㄈㄥ,順風,FALSE,769914
ㄖㄨㄒㄩㄢ,入選,FALSE,769892
ㄍㄨㄢㄓㄠ,關照/關召,FALSE,769808
ㄓㄠㄍㄨㄢ,昭關/照管,FALSE,769791
ㄐㄧㄤㄆㄢ,江畔,FALSE,769779
ㄍㄨㄛㄕㄢ,過山/崞山,FALSE,769777
ㄌㄧㄢㄧㄡ,煉油,FALSE,769761
ㄑㄧㄡㄕㄥ,求生/求勝,FALSE,769729
ㄊㄧㄢㄕㄩ,天使魚,FALSE,769727
ㄖㄣㄍㄨㄥ,人工/任公,FALSE,769724
ㄌㄩㄒㄧㄣ,濾心/履新,FALSE,769718
ㄇㄧㄣㄓㄥ,民政,FALSE,769707
ㄒㄧㄚㄘㄥ,下層,FALSE,769679
ㄌㄧㄥㄖㄣ,令人/靈人,FALSE,769668
ㄐㄧㄝㄔㄢ,解饞,FALSE,769660
ㄋㄧㄠㄏㄨ,尿壺,FALSE,769616
ㄓㄣㄇㄧㄥ,朕命,FALSE,769581
ㄕㄥㄑㄧㄤ,聲腔,FALSE,769549
ㄌㄧㄡㄧㄢ,留言/流言,FALSE,769523
ㄏㄢㄍㄨㄤ,漢廣/含光,FALSE,769517
ㄕㄥㄑㄧㄠ,繩橋,FALSE,769423
ㄓㄤㄍㄨㄢ,長官/掌管,FALSE,769415
ㄌㄠㄑㄧㄢ,老千/老慳,FALSE,769406
ㄒㄧㄣㄏㄠ,信號,FALSE,769353
ㄙㄠㄐㄧㄢ,繅繭,FALSE,769352
ㄉㄨㄣㄖㄢ,頓然,FALSE,769347
ㄐㄧㄝㄇㄢ,屆滿,FALSE,769340
ㄐㄧㄡㄋㄢ,救難,FALSE,769320
ㄒㄩㄢㄅㄨ,宣布,FALSE,769252
ㄉㄥㄇㄧㄠ,燈苗,FALSE,769245
ㄐㄧㄠㄙㄢ,攪散,FALSE,769229
ㄕㄨㄟㄍㄥ,水耕,FALSE,769125
ㄍㄨㄚㄊㄢ,掛毯,FALSE,769102
ㄉㄨㄥㄩㄝ,東越/冬月,FALSE,769077
ㄐㄧㄢㄆㄠ,艦炮,FALSE,769029
ㄅㄧㄥㄔㄣ,稟陳/柄臣,FALSE,769028
ㄍㄨㄗㄌㄧ,骨子裡,FALSE,768996
ㄌㄧㄝㄈㄨ,烈婦,FALSE,768975
ㄍㄨㄤㄅㄢ,光斑,FALSE,768913
ㄏㄨㄢㄅㄣ,還本,FALSE,768899
ㄉㄧㄥㄗㄠ,訂造,FALSE,768877
ㄈㄣㄅㄧㄥ,粉餅/分兵,FALSE,768867
ㄐㄧㄥㄍㄥ,精耕,FALSE,768853.5
ㄔㄨㄥㄕㄣ,重申/充身,TRUE,768847
ㄉㄨㄢㄖㄣ,端人,FALSE,768817
ㄅㄢㄌㄨㄣ,班輪,FALSE,768785
ㄊㄠㄑㄧㄥ,討情,FALSE,768736
ㄅㄧㄥㄕㄡ,稟受/並壽,FALSE,768694
ㄐㄧㄋㄧㄥ,薺薴,FALSE,768693
ㄧㄚㄐㄩㄢ,壓卷,FALSE,768662
ㄒㄧㄣㄌㄚ,辛辣,FALSE,768631
ㄅㄚㄉㄨㄥ,巴東/八洞,FALSE,768604
ㄏㄠㄑㄧㄥ,好情/豪情,FALSE,768601
ㄘㄥㄇㄧㄢ,層面,TRUE,768507
ㄎㄨㄣㄅㄧ,悃愊,FALSE,768478
ㄊㄧㄝㄉㄢ,貼旦,FALSE,768469
ㄎㄢㄐㄧㄚ,看家,FALSE,768459
ㄧㄢㄌㄧㄥ,咽領/延陵,FALSE,768454
ㄇㄢㄋㄨㄥ,曼儂,FALSE,768452
ㄋㄧㄐㄧㄥ,逆境/擬經,FALSE,768426
ㄓㄠㄌㄧㄢ,照臉,FALSE,768414
ㄍㄨㄥㄑㄩ,工區/攻取,FALSE,768393
ㄗㄠㄉㄧㄥ,灶丁,FALSE,768381
ㄕㄡㄅㄧㄥ,收兵/受病,FALSE,768362
ㄖㄣㄌㄧㄥ,認領,FALSE,768347
ㄐㄧㄥㄆㄚ,驚怕,FALSE,768315
ㄔㄥㄉㄧㄠ,城雕,FALSE,768300
ㄍㄨㄢㄅㄤ,官謗,FALSE,768289
ㄍㄡㄇㄧㄥ,狗命,FALSE,768281
ㄓㄨㄟㄌㄧ,惴慄,FALSE,768281
ㄏㄤㄑㄧㄥ,行情,FALSE,768225
ㄔㄨㄣㄕㄥ,春勝,FALSE,768199
ㄍㄨㄢㄅㄠ,關報/關堡,FALSE,768163
ㄏㄢㄌㄧㄤ,含量/寒涼,FALSE,768140
ㄅㄠㄍㄨㄢ,報館/保管,FALSE,768134
ㄑㄧㄥㄊㄤ,清湯,FALSE,768128
ㄏㄠㄊㄧㄢ,好天/昊天,TRUE,768083
ㄅㄧㄣㄇㄥ,賓萌,FALSE,768060
ㄉㄞㄍㄨㄥ,怠工/代工,FALSE,768060
ㄏㄢㄌㄧㄠ,焊料,FALSE,768014
ㄍㄨㄟㄩㄢ,規院/歸元,FALSE,767999
ㄈㄢㄉㄧㄠ,犯調/翻調,FALSE,767958
ㄊㄡㄍㄨㄢ,頭管,FALSE,767946
ㄅㄣㄇㄧㄥ,本名/奔命,FALSE,767924
ㄐㄧㄥㄘㄤ,京倉,FALSE,767853
ㄉㄨㄛㄌㄢ,躲懶/多婪,FALSE,767842
ㄓㄨㄢㄍㄠ,轉告/撰稿,FALSE,767831
ㄏㄡㄍㄨㄢ,喉管/候館,FALSE,767811
ㄈㄨㄆㄧㄠ,浮漂,FALSE,767810
ㄍㄨㄢㄊㄡ,關頭/罐頭,TRUE,767763
ㄍㄡㄏㄨㄢ,勾喚,FALSE,767746
ㄓㄚㄍㄨㄥ,炸供,FALSE,767745
ㄐㄧㄥㄘㄠ,勁草,FALSE,767727
ㄖㄨㄥㄒㄩ,容許/容敘,TRUE,767718
ㄑㄧㄥㄏㄠ,青蒿,FALSE,767659
ㄩㄢㄑㄧㄤ,圜牆/垣牆,FALSE,767657
ㄧㄓㄏㄨㄚ,一枝花,FALSE,767653
ㄎㄢㄐㄧㄡ,看酒,FALSE,767652
ㄌㄧㄤㄓㄢ,糧站/糧棧,FALSE,767597
ㄒㄧㄣㄌㄩ,心律/心膂,FALSE,767577
ㄕㄢㄑㄧㄤ,山牆,FALSE,767531
ㄩㄢㄑㄧㄠ,圓鍬,FALSE,767531
ㄕㄨㄟㄉㄢ,稅單/水單,FALSE,767505
ㄍㄞㄉㄨㄥ,改動,FALSE,767496
ㄊㄧㄥㄓㄤ,聽障/廳長,FALSE,767481
ㄉㄨㄣㄒㄩ,敦序/惇敘,FALSE,767469
ㄍㄨㄥㄅㄚ,貢八/拱把,FALSE,767449
ㄓㄠㄊㄧㄥ,照廳,FALSE,767417
ㄘㄤㄐㄧㄥ,蒼勁,FALSE,767374
ㄋㄧㄥㄕㄣ,凝神/寧神,FALSE,767312
ㄆㄧㄊㄨㄟ,劈腿,FALSE,767266
ㄑㄧㄤㄏㄥ,強橫,FALSE,767231
ㄆㄧㄏㄨㄟ,批回/批迴,FALSE,767217
ㄊㄧㄠㄓㄥ,調整,TRUE,767217
ㄒㄧㄤㄍㄠ,饗告,FALSE,767215
ㄔㄣㄅㄧㄥ,陳病,FALSE,767191
ㄑㄩㄢㄧㄚ,犬牙,FALSE,767179
ㄉㄧㄢㄅㄟ,墊被/墊背,FALSE,767149
ㄓㄡㄍㄨㄥ,周公,FALSE,767145
ㄏㄨㄚㄍㄢ,滑竿,FALSE,767137
ㄇㄧㄢㄍㄠ,面告,FALSE,767130
ㄑㄧㄠㄧㄢ,巧言/嫶妍,FALSE,767109
ㄧㄣㄕㄈㄨ,陰時夫,FALSE,767096
ㄅㄟㄉㄧㄢ,杯墊,FALSE,767066
ㄒㄧㄣㄧㄚ,新芽,FALSE,767049
ㄓㄤㄊㄧㄥ,漲停,FALSE,767041
ㄈㄚㄉㄧㄢ,發癲/發電,TRUE,766978
ㄌㄧㄢㄓㄤ,連長,FALSE,766973
ㄌㄠㄐㄧㄣ,老緊/勞金,FALSE,766949
ㄌㄨㄛㄉㄢ,落單/落膽,TRUE,766869
ㄨㄅㄟㄐㄧ,無碑記,FALSE,766867
ㄐㄩㄢㄌㄧ,娟麗,FALSE,766853
ㄧㄡㄐㄧㄨ,有機物,FALSE,766851
ㄌㄧㄢㄓㄠ,聯招,FALSE,766847
ㄈㄨㄇㄧㄝ,覆滅,FALSE,766836
ㄍㄡㄓㄨㄥ,彀中,FALSE,766836
ㄑㄧㄤㄧㄢ,搶眼/鎗眼,FALSE,766819
ㄉㄥㄏㄨㄚ,燈花,FALSE,766818
ㄑㄧㄣㄈㄢ,侵犯/欽犯,TRUE,766796
ㄧㄝㄌㄨㄕ,野廬氏,FALSE,766766
ㄅㄠㄌㄧㄢ,暴斂,FALSE,766757
ㄞㄨㄐㄧㄨ,愛屋及烏,FALSE,766737
ㄒㄧㄝㄍㄣ,鞋跟,FALSE,766710
ㄓㄨㄣㄋㄧ,準擬/准擬,FALSE,766705
ㄉㄞㄌㄧㄥ,帶領/代領,FALSE,766683
ㄒㄧㄥㄆㄛ,形魄,FALSE,766599
ㄉㄧㄢㄈㄚ,點發/墊發,FALSE,766590
ㄊㄡㄌㄧㄢ,頭臉,FALSE,766569
ㄔㄨㄥㄙㄢ,重三,FALSE,766518
ㄧㄡㄍㄨㄗ,猶古自,FALSE,766492
ㄆㄢㄒㄧㄚ,攀下,FALSE,766490
ㄅㄣㄓㄨㄥ,笨重,FALSE,766479
ㄌㄟㄉㄨㄥ,雷動,FALSE,766448
ㄗㄨㄛㄉㄧ,坐地,FALSE,766444
ㄕㄜㄉㄧㄥ,設定,TRUE,766437
ㄕㄚㄑㄧㄢ,沙錢,FALSE,766425
ㄊㄨㄛㄑㄧ,唾棄/脫期,FALSE,766383
ㄅㄤㄌㄧㄢ,邦聯,FALSE,766381
ㄑㄧㄡㄩㄢ,球員/求援,FALSE,766380
ㄑㄩㄢㄧㄡ,勸誘,FALSE,766372
ㄈㄣㄑㄧㄢ,分錢/粉芡,FALSE,766330
ㄑㄧㄢㄈㄣ,鉛粉/芡粉,FALSE,766266
ㄏㄨㄛㄑㄧ,火氣/活期,FALSE,766248
ㄉㄚㄇㄧㄢ,大面/搭面,FALSE,766247
ㄌㄡㄊㄧㄢ,漏天,FALSE,766242
ㄒㄧㄣㄧㄡ,心遊,FALSE,766242
ㄇㄢㄉㄧㄠ,慢調,FALSE,766234
ㄈㄥㄐㄧㄝ,鳳姐/風節,FALSE,766207
ㄑㄧㄢㄧㄤ,愆陽,FALSE,766195
ㄔㄨㄢㄆㄥ,船篷,FALSE,766180
ㄅㄧㄢㄉㄟ,便得,FALSE,766174
ㄨㄇㄧㄥㄓ,無名指,FALSE,766154
ㄑㄧㄥㄌㄡ,青樓,FALSE,766130
ㄅㄚㄍㄨㄥ,罷工/八公,TRUE,766088
ㄎㄨㄥㄖㄢ,悾然,FALSE,766084
ㄑㄧㄢㄧㄠ,乾曜,FALSE,766069
ㄏㄨㄛㄉㄥ,豁鄧,FALSE,766064
ㄍㄨㄥㄩㄝ,公約/共閱,FALSE,765997
ㄍㄢㄌㄧㄝ,乾裂/甘冽,FALSE,765982
ㄌㄧㄤㄅㄢ,良伴/涼拌,FALSE,765952
ㄐㄩㄥㄅㄨ,窘步,FALSE,765940
ㄊㄨㄥㄕㄤ,同上/通商,FALSE,765925
ㄉㄢㄓㄨㄤ,淡妝/膽壯,FALSE,765908
ㄉㄧㄉㄨㄟ,敵對/抵對,FALSE,765896
ㄑㄧㄥㄌㄩ,情侶,TRUE,765883
ㄓㄨㄛㄊㄧ,著題,FALSE,765883
ㄘㄢㄒㄧㄠ,慘笑,FALSE,765867
ㄅㄨㄕㄑㄧ,不識氣,FALSE,765855
ㄔㄨㄢㄐㄩ,川劇/串疽,FALSE,765839
ㄒㄧㄥㄔㄜ,行車,FALSE,765833
ㄩㄥㄉㄨㄛ,慵惰,FALSE,765823
ㄐㄧㄚㄩㄣ,戛雲,FALSE,765809
ㄏㄨㄢㄍㄡ,獾狗,FALSE,765798
ㄉㄠㄒㄧㄚ,倒下,FALSE,765779
ㄊㄧㄥㄏㄚ,聽哈,FALSE,765774
ㄉㄚㄒㄧㄤ,大象/大祥,FALSE,765751
ㄍㄨㄢㄖㄣ,官人/關人,FALSE,765737
ㄓㄥㄏㄨㄣ,證婚/徵婚,FALSE,765700
ㄅㄧㄥㄊㄤ,冰糖,FALSE,765677
ㄏㄨㄥㄕㄠ,紅燒,FALSE,765664
ㄍㄨㄟㄕㄢ,歸山/龜山,FALSE,765634
ㄆㄥㄐㄧㄤ,棚匠,FALSE,765629
ㄉㄚㄒㄧㄠ,大小/打消,FALSE,765625
ㄕㄣㄔㄨㄥ,申重,FALSE,765623
ㄉㄧㄥㄖㄤ,頂讓,FALSE,765619
ㄇㄧㄥㄍㄡ,明溝,FALSE,765609
ㄆㄧㄣㄈㄨ,品服/嬪婦,FALSE,765600
ㄙㄢㄒㄧㄚ,三峽/三夏,FALSE,765577
ㄐㄩㄣㄧㄚ,俊雅,FALSE,765561
ㄊㄠㄅㄧㄥ,逃兵,FALSE,765559
ㄆㄥㄐㄧㄠ,朋交,FALSE,765503
ㄅㄨㄕㄓㄧ,不世之藝,FALSE,765502
ㄒㄩㄥㄉㄢ,熊膽,FALSE,765495
ㄌㄨㄌㄧㄤ,陸梁/祿糧,FALSE,765465
ㄏㄡㄊㄧㄥ,後庭,FALSE,765437
ㄌㄧㄥㄑㄩ,領取/另娶,FALSE,765432
ㄏㄠㄅㄧㄥ,號兵,FALSE,765424
ㄋㄟㄒㄧㄢ,內線,FALSE,765409
ㄉㄤㄒㄧㄚ,當下,FALSE,765403
ㄉㄨㄐㄩㄣ,督軍,FALSE,765394
ㄑㄧㄥㄧㄚ,清雅/傾軋,FALSE,765355
ㄌㄧㄢㄅㄤ,聯邦/蓮邦,FALSE,765328
ㄔㄚㄉㄧㄢ,茶點/查點,FALSE,765302
ㄑㄩㄉㄨㄢ,區段,FALSE,765259
ㄇㄚㄉㄧㄢ,麻點/馬店,FALSE,765254
ㄑㄧㄙㄨㄛ,棲所/氣索,FALSE,765237
ㄙㄨㄇㄧㄠ,素描,FALSE,765219
ㄅㄧㄥㄏㄠ,病好/病號,FALSE,765208
ㄌㄧㄢㄅㄠ,聯保,FALSE,765202
ㄊㄤㄅㄧㄥ,湯餅,FALSE,765183
ㄓㄥㄍㄨㄤ,爭光,FALSE,765155
ㄉㄡㄒㄧㄤ,斗香/豆象,FALSE,765151
ㄌㄧㄥㄉㄞ,領帶,FALSE,765086
ㄔㄞㄒㄧㄢ,拆線,FALSE,765031
ㄉㄡㄒㄧㄠ,逗笑/兜銷,FALSE,765025
ㄐㄧㄢㄗㄟ,奸賊,FALSE,765005
ㄇㄨㄇㄧㄣ,牧民/穆民,FALSE,764972
ㄊㄧㄥㄏㄡ,聽候,FALSE,764967
ㄐㄧㄠㄧㄣ,交引/腳印,FALSE,764961
ㄉㄧㄢㄔㄚ,點茶,FALSE,764911
ㄨㄛㄒㄩㄢ,斡旋,FALSE,764892
ㄐㄧㄥㄕㄙ,經史笥,FALSE,764886
ㄋㄢㄐㄧㄚ,男家,FALSE,764884
ㄏㄢㄇㄧㄣ,漢民,FALSE,764883
ㄔㄨㄣㄩㄢ,春院,FALSE,764850
