Word,Answer,Score,Occurrence,Green,Yellow,Weighted Sum
frets,FALSE,5562681,3385,755,2630,2070
tapis,FALSE,5562506,3187,705,2482,1946
shule,FALSE,5562268,3158,1261,1897,2209.5
gated,FALSE,5562255,3302,966,2336,2134
plage,FALSE,5562169,3259,1150,2109,2204.5
weary,TRUE,5562011,3413,1148,2265,2280.5
terfs,FALSE,5561912,3385,625,2760,2005
besot,FALSE,5561792,3281,880,2401,2080.5
drome,FALSE,5561595,3234,1114,2120,2174
derth,FALSE,5561551,3309,794,2515,2051.5
towie,FALSE,5561162,3237,1036,2201,2136.5
rabis,FALSE,5560862,3278,660,2618,1969
orcin,FALSE,5560430,3155,652,2503,1903.5
liver,TRUE,5559990,3337,869,2468,2103
pilao,FALSE,5559964,3223,677,2546,1950
bonie,FALSE,5559879,3193,1173,2020,2183
apted,FALSE,5559507,3348,749,2599,2048.5
halon,FALSE,5559184,3159,747,2412,1953
warst,FALSE,5558750,3225,974,2251,2099.5
garni,FALSE,5558615,3243,775,2468,2009
decan,FALSE,5558261,3333,702,2631,2017.5
wader,FALSE,5558210,3366,992,2374,2179
mated,FALSE,5557983,3300,958,2342,2129
stend,FALSE,5557823,3261,920,2341,2090.5
seamy,FALSE,5557802,3298,1347,1951,2322.5
eidos,FALSE,5557389,3364,517,2847,1940.5
naive,TRUE,5557191,3311,1077,2234,2194
abuse,TRUE,5557115,3307,917,2390,2112
frati,FALSE,5556956,3267,860,2407,2063.5
singe,TRUE,5556939,3171,1207,1964,2189
rutin,FALSE,5556198,3158,690,2468,1924
aunts,FALSE,5556039,3201,641,2560,1921
treks,FALSE,5555370,3380,684,2696,2032
loued,FALSE,5555348,3204,968,2236,2086
corns,FALSE,5555280,3126,858,2268,1992
chiel,FALSE,5555198,3178,1082,2096,2130
folie,FALSE,5555182,3231,1109,2122,2170
runed,FALSE,5554911,3270,866,2404,2068
coled,FALSE,5554730,3195,1025,2170,2110
heads,FALSE,5554611,3332,723,2609,2027.5
snath,FALSE,5554589,3123,1038,2085,2080.5
goels,FALSE,5554500,3295,769,2526,2032
oaves,FALSE,5554472,3405,748,2657,2076.5
kanes,FALSE,5554205,3335,817,2518,2076
surah,FALSE,5554194,3200,1017,2183,2108.5
yealm,FALSE,5554058,3328,759,2569,2043.5
peons,FALSE,5553900,3243,846,2397,2044.5
ligne,FALSE,5553891,3201,963,2238,2082
alefs,FALSE,5553566,3438,590,2848,2014
ident,FALSE,5553459,3290,666,2624,1978
remap,FALSE,5553127,3446,627,2819,2036.5
mesto,FALSE,5553125,3312,626,2686,1969
laves,FALSE,5552990,3380,795,2585,2087.5
dorts,FALSE,5552645,3165,728,2437,1946.5
boles,FALSE,5552204,3262,918,2344,2090
yerba,FALSE,5552154,3486,499,2987,1992.5
redly,FALSE,5551919,3328,948,2380,2138
hents,FALSE,5551811,3270,625,2645,1947.5
dural,FALSE,5551479,3221,779,2442,2000
netop,FALSE,5551147,3292,578,2714,1935
scray,FALSE,5551072,3229,1096,2133,2162.5
huers,FALSE,5550637,3347,620,2727,1983.5
meath,FALSE,5550575,3309,934,2375,2121.5
clied,FALSE,5550095,3169,1101,2068,2135
keros,FALSE,5550082,3386,593,2793,1989.5
edits,FALSE,5549850,3358,533,2825,1945.5
varec,FALSE,5549745,3399,859,2540,2129
under,TRUE,5549678,3270,725,2545,1997.5
hairy,TRUE,5549614,3189,1155,2034,2172
ecrus,FALSE,5549590,3416,393,3023,1904.5
inerm,FALSE,5549180,3388,492,2896,1940
odals,FALSE,5549142,3218,566,2652,1892
pagle,FALSE,5548747,3259,1099,2160,2179
ohias,FALSE,5548454,3226,650,2576,1938
keirs,FALSE,5548404,3360,716,2644,2038
vireo,FALSE,5548250,3362,784,2578,2073
limes,FALSE,5547991,3267,705,2562,1986
ditas,FALSE,5547767,3211,623,2588,1917
irony,TRUE,5547540,3124,1091,2033,2107.5
blest,FALSE,5547369,3256,975,2281,2115.5
sprit,FALSE,5547001,3115,1001,2114,2058
muser,FALSE,5546575,3266,903,2363,2084.5
bloat,TRUE,5546493,3164,1034,2130,2099
grues,FALSE,5546223,3268,901,2367,2084.5
yrapt,FALSE,5546108,3176,883,2293,2029.5
urson,FALSE,5545988,3135,642,2493,1888.5
goats,FALSE,5545941,3167,876,2291,2021.5
elops,FALSE,5545929,3341,603,2738,1972
praty,FALSE,5545752,3176,1219,1957,2197.5
veals,FALSE,5545298,3380,790,2590,2085
yurta,FALSE,5545134,3287,558,2729,1922.5
dents,FALSE,5545076,3261,667,2594,1964
faery,FALSE,5545037,3426,1133,2293,2279.5
brens,FALSE,5544865,3328,835,2493,2081.5
laevo,FALSE,5544765,3435,673,2762,2054
wanes,FALSE,5544426,3327,880,2447,2103.5
matlo,FALSE,5544093,3195,742,2453,1968.5
loche,FALSE,5543900,3204,875,2329,2039.5
aidos,FALSE,5543379,3217,586,2631,1901.5
court,TRUE,5543358,3082,1047,2035,2064.5
carny,FALSE,5543322,3161,1211,1950,2186
horis,FALSE,5543230,3154,705,2449,1929.5
wared,FALSE,5543183,3366,986,2380,2176
dairy,TRUE,5542879,3180,1197,1983,2188.5
yrneh,FALSE,5542379,3239,869,2370,2054
sabot,FALSE,5542174,3134,1112,2022,2123
besit,FALSE,5541772,3255,906,2349,2080.5
moats,FALSE,5541669,3165,868,2297,2016.5
galed,FALSE,5541571,3283,967,2316,2125
pines,FALSE,5541093,3217,837,2380,2027
sowar,FALSE,5541050,3231,1046,2185,2138.5
dosai,FALSE,5541021,3217,644,2573,1930.5
tends,FALSE,5540886,3261,635,2626,1948
roped,FALSE,5540490,3282,878,2404,2080
frats,FALSE,5540462,3238,885,2353,2061.5
weros,FALSE,5540303,3378,656,2722,2017
adios,FALSE,5539710,3217,595,2622,1906
weirs,FALSE,5538625,3352,779,2573,2065.5
palis,FALSE,5538620,3168,752,2416,1960
paedo,FALSE,5538458,3354,750,2604,2052
maple,TRUE,5537875,3257,1055,2202,2156
ounce,TRUE,5537249,3184,942,2242,2063
lobes,FALSE,5537160,3262,778,2484,2020
tardy,TRUE,5536497,3200,1049,2151,2124.5
doris,FALSE,5536495,3145,747,2398,1946
thens,FALSE,5536493,3270,688,2582,1979
trews,FALSE,5536158,3372,654,2718,2013
adits,FALSE,5535840,3211,602,2609,1906.5
beaty,FALSE,5535804,3316,1225,2091,2270.5
stand,TRUE,5535604,3114,1050,2064,2082
danio,FALSE,5535446,3149,770,2379,1959.5
loupe,FALSE,5535320,3180,1006,2174,2093
pedal,TRUE,5535129,3329,778,2551,2053.5
metis,FALSE,5535083,3286,654,2632,1970
tegua,FALSE,5534991,3389,604,2785,1996.5
gelts,FALSE,5534821,3289,644,2645,1966.5
percs,FALSE,5534788,3305,735,2570,2020
unred,FALSE,5534651,3270,719,2551,1994.5
sdein,FALSE,5534523,3241,851,2390,2046
facet,TRUE,5534500,3287,1067,2220,2177
nides,FALSE,5534478,3241,668,2573,1954.5
rowen,FALSE,5534318,3310,858,2452,2084
doura,FALSE,5534017,3246,771,2475,2008.5
blade,TRUE,5533900,3250,1174,2076,2212
gride,FALSE,5533484,3210,1141,2069,2175.5
coaly,FALSE,5533482,3095,1310,1785,2202.5
reifs,FALSE,5533054,3365,684,2681,2024.5
suber,FALSE,5533050,3235,1139,2096,2187
diary,TRUE,5532317,3180,1136,2044,2158
hable,FALSE,5532314,3259,1016,2243,2137.5
goals,FALSE,5532281,3148,899,2249,2023.5
burse,FALSE,5532193,3235,1117,2118,2176
toaze,FALSE,5531830,3340,1179,2161,2259.5
rivel,FALSE,5531822,3337,830,2507,2083.5
afrit,FALSE,5531654,3267,723,2544,1995
horme,FALSE,5531252,3243,1003,2240,2123
idant,FALSE,5531240,3143,796,2347,1969.5
libra,FALSE,5530708,3308,563,2745,1935.5
melts,FALSE,5530549,3287,636,2651,1961.5
ulnas,FALSE,5530390,3182,572,2610,1877
tuple,FALSE,5530308,3174,979,2195,2076.5
turns,FALSE,5530282,3129,716,2413,1922.5
clipe,FALSE,5530067,3145,1139,2006,2142
towse,FALSE,5529887,3208,1049,2159,2128.5
owres,FALSE,5529886,3378,602,2776,1990
verst,FALSE,5529873,3327,872,2455,2099.5
cited,FALSE,5529508,3188,947,2241,2067.5
novae,FALSE,5529481,3337,952,2385,2144.5
ysame,FALSE,5529356,3298,821,2477,2059.5
hoyle,FALSE,5529264,3173,963,2210,2068
denis,FALSE,5528926,3241,686,2555,1963.5
ruble,FALSE,5528664,3265,934,2331,2099.5
ayelp,FALSE,5528419,3376,559,2817,1967.5
towel,TRUE,5528388,3238,928,2310,2083
ethos,TRUE,5528248,3393,326,3067,1859.5
sowle,FALSE,5528232,3189,1257,1932,2223
stoke,TRUE,5527749,3216,1166,2050,2191
idola,FALSE,5527512,3247,524,2723,1885.5
chars,FALSE,5527272,3191,837,2354,2014
yaird,FALSE,5527040,3180,846,2334,2013
bathe,TRUE,5527028,3278,1040,2238,2159
bites,FALSE,5526982,3255,840,2415,2047.5
inarm,FALSE,5526961,3241,622,2619,1931.5
alews,FALSE,5526889,3425,580,2845,2002.5
nasty,TRUE,5526857,3161,924,2237,2042.5
avine,FALSE,5526826,3311,1028,2283,2169.5
rehab,TRUE,5526796,3448,530,2918,1989
stark,TRUE,5526581,3233,1015,2218,2124
lunas,FALSE,5526237,3182,612,2570,1897
gaols,FALSE,5526137,3148,861,2287,2004.5
ecads,FALSE,5526073,3401,524,2877,1962.5
creps,FALSE,5526051,3305,728,2577,2016.5
reiks,FALSE,5525589,3360,704,2656,2032
drave,FALSE,5525487,3321,1155,2166,2238
agues,FALSE,5525470,3340,672,2668,2006
swole,FALSE,5525214,3189,1240,1949,2214.5
blast,TRUE,5525150,3109,1105,2004,2107
plain,TRUE,5524981,3100,938,2162,2019
grist,FALSE,5524734,3069,1072,1997,2070.5
peins,FALSE,5524700,3217,868,2349,2042.5
filar,FALSE,5524584,3248,825,2423,2036.5
tsadi,FALSE,5524255,3211,552,2659,1881.5
coits,FALSE,5523756,3053,918,2135,1985.5
hoard,TRUE,5523586,3168,925,2243,2046.5
filet,TRUE,5523492,3225,1021,2204,2123
resow,FALSE,5523185,3378,576,2802,1977
agrin,FALSE,5523054,3243,604,2639,1923.5
cetyl,FALSE,5523016,3236,710,2526,1973
brans,FALSE,5522646,3181,965,2216,2073
glent,FALSE,5522609,3221,928,2293,2074.5
freon,FALSE,5522203,3323,842,2481,2082.5
slued,FALSE,5521901,3149,1168,1981,2158.5
pawer,FALSE,5521832,3342,1002,2340,2172
print,TRUE,5521744,3047,1110,1937,2078.5
duars,FALSE,5521683,3191,792,2399,1991.5
copse,TRUE,5521541,3141,1130,2011,2135.5
cardi,FALSE,5521449,3211,745,2466,1978
luces,FALSE,5521262,3227,684,2543,1955.5
opals,FALSE,5521151,3194,607,2587,1900.5
payor,FALSE,5520998,3182,819,2363,2000.5
lemur,TRUE,5520953,3296,685,2611,1990.5
stude,FALSE,5520801,3168,1101,2067,2134.5
piano,TRUE,5520658,3125,891,2234,2008
lamed,FALSE,5520567,3281,889,2392,2085
skite,FALSE,5520346,3190,1205,1985,2197.5
thorn,TRUE,5520280,3106,819,2287,1962.5
pecan,TRUE,5520104,3309,733,2576,2021
staig,FALSE,5520069,3141,949,2192,2045
noble,TRUE,5519929,3194,959,2235,2076.5
eilds,FALSE,5519803,3339,491,2848,1915
roids,FALSE,5519597,3145,755,2390,1950
rhyne,FALSE,5519446,3239,884,2355,2061.5
homer,TRUE,5519423,3243,939,2304,2091
raked,FALSE,5518600,3374,857,2517,2115.5
daurs,FALSE,5518563,3191,768,2423,1979.5
grope,TRUE,5518339,3212,1100,2112,2156
arked,FALSE,5518298,3374,856,2518,2115
weans,FALSE,5517471,3327,850,2477,2088.5
ticed,FALSE,5517426,3188,843,2345,2015.5
amide,FALSE,5515721,3280,938,2342,2109
lapis,FALSE,5515604,3168,644,2524,1906
clour,FALSE,5515163,3063,937,2126,2000
patin,FALSE,5514956,3119,845,2274,1982
ports,FALSE,5514488,3141,759,2382,1950
sepad,FALSE,5514486,3299,947,2352,2123
plead,TRUE,5514430,3329,801,2528,2065
thans,FALSE,5514274,3123,818,2305,1970.5
arefy,FALSE,5513839,3426,984,2442,2205
paned,FALSE,5513669,3231,1021,2210,2126
panto,FALSE,5513439,3145,782,2363,1963.5
denay,FALSE,5513180,3302,1019,2283,2160.5
ogles,FALSE,5513068,3295,519,2776,1907
frame,TRUE,5512334,3307,1202,2105,2254.5
moder,FALSE,5512044,3234,991,2243,2112.5
trips,FALSE,5511988,3115,768,2347,1941.5
praus,FALSE,5511940,3167,834,2333,2000.5
rangi,FALSE,5511515,3243,635,2608,1939
lotic,FALSE,5511221,3083,667,2416,1875
ribas,FALSE,5511168,3278,563,2715,1920.5
fiers,FALSE,5511089,3365,703,2662,2034
astun,FALSE,5510858,3201,480,2721,1840.5
dulse,FALSE,5510814,3149,1004,2145,2076.5
owner,TRUE,5510705,3310,754,2556,2032
gaits,FALSE,5510597,3141,860,2281,2000.5
gnars,FALSE,5510578,3214,697,2517,1955.5
crude,TRUE,5510369,3168,1123,2045,2145.5
abris,FALSE,5510278,3278,514,2764,1896
heaps,FALSE,5510266,3308,704,2604,2006
taigs,FALSE,5510136,3141,831,2310,1986
coils,FALSE,5510096,3034,941,2093,1987.5
raupo,FALSE,5510016,3222,682,2540,1952
yages,FALSE,5509903,3300,731,2569,2015.5
craig,FALSE,5509637,3141,971,2170,2056
pitas,FALSE,5509610,3187,654,2533,1920.5
agley,FALSE,5509492,3330,947,2383,2138.5
suety,FALSE,5508943,3215,1232,1983,2223.5
krais,FALSE,5508766,3213,788,2425,2000.5
trigo,FALSE,5508476,3124,816,2308,1970
sewan,FALSE,5508314,3327,927,2400,2127
glaur,FALSE,5508148,3151,917,2234,2034
reply,TRUE,5508122,3304,931,2373,2117.5
clots,FALSE,5508027,3054,818,2236,1936
toyed,FALSE,5507682,3183,893,2290,2038
refis,FALSE,5507500,3365,566,2799,1965.5
yodle,FALSE,5507119,3164,946,2218,2055
gleis,FALSE,5507081,3269,687,2582,1978
pents,FALSE,5506919,3237,698,2539,1967.5
doilt,FALSE,5506839,3005,1071,1934,2038
dirts,FALSE,5506739,3139,651,2488,1895
lohan,FALSE,5506564,3159,669,2490,1914
strop,FALSE,5506564,3141,794,2347,1967.5
nugae,FALSE,5506478,3272,877,2395,2074.5
urges,FALSE,5506371,3268,721,2547,1994.5
biles,FALSE,5506298,3236,841,2395,2038.5
cosed,FALSE,5506268,3165,993,2172,2079
soily,FALSE,5506218,3003,1437,1566,2220
serum,TRUE,5506092,3266,895,2371,2080.5
puers,FALSE,5505745,3314,693,2621,2003.5
boets,FALSE,5505463,3281,804,2477,2042.5
hains,FALSE,5505074,3103,857,2246,1980
outed,FALSE,5504996,3223,774,2449,1998.5
cards,FALSE,5504955,3182,770,2412,1976
ascon,FALSE,5504916,3198,475,2723,1836.5
stirp,FALSE,5504886,3115,917,2198,2016
aleph,FALSE,5504670,3338,708,2630,2023
agist,FALSE,5503981,3141,843,2298,1992
craps,FALSE,5503832,3158,858,2300,2008
coney,FALSE,5503733,3144,1298,1846,2221
limen,FALSE,5503643,3199,799,2400,1999
luted,FALSE,5503514,3198,821,2377,2009.5
almeh,FALSE,5503220,3290,860,2430,2075
trank,FALSE,5503151,3165,1018,2147,2091.5
nodal,FALSE,5503118,3150,710,2440,1930
couta,FALSE,5502936,3154,845,2309,1999.5
party,TRUE,5502530,3176,1112,2064,2144
beaus,FALSE,5501992,3307,840,2467,2073.5
mures,FALSE,5501849,3266,810,2456,2038
crust,TRUE,5501619,3027,1054,1973,2040.5
lords,FALSE,5501553,3146,635,2511,1890.5
pruta,FALSE,5501546,3216,777,2439,1996.5
ruins,FALSE,5501424,3109,775,2334,1942
gored,FALSE,5501289,3236,993,2243,2114.5
stoic,TRUE,5501167,3053,876,2177,1964.5
faros,FALSE,5501110,3244,771,2473,2007.5
bract,FALSE,5500588,3128,1152,1976,2140
norma,FALSE,5500511,3267,611,2656,1939
navel,TRUE,5500495,3312,864,2448,2088
spred,FALSE,5500159,3227,1026,2201,2126.5
bated,FALSE,5499558,3269,1024,2245,2146.5
inula,FALSE,5499437,3211,512,2699,1861.5
fairs,FALSE,5499432,3218,894,2324,2056
giant,TRUE,5499413,3073,1059,2014,2066
flora,TRUE,5499157,3274,797,2477,2035.5
spice,TRUE,5499059,3115,1269,1846,2192
reate,FALSE,5498377,3469,1217,2252,2343
adept,TRUE,5498111,3348,641,2707,1994.5
farts,FALSE,5497240,3238,778,2460,2008
scope,TRUE,5497002,3141,1124,2017,2132.5
inept,TRUE,5496188,3266,601,2665,1933.5
swile,FALSE,5496014,3163,1262,1901,2212.5
reink,FALSE,5495589,3292,908,2384,2100
kiers,FALSE,5495543,3360,587,2773,1973.5
tomia,FALSE,5495505,3194,711,2483,1952.5
ashed,FALSE,5495368,3332,602,2730,1967
scarp,FALSE,5495302,3158,921,2237,2039.5
rangs,FALSE,5495021,3214,660,2554,1937
borna,FALSE,5494878,3236,861,2375,2048.5
riped,FALSE,5494584,3256,801,2455,2028.5
raxes,FALSE,5494392,3457,775,2682,2116
stipa,FALSE,5494374,3187,823,2364,2005
antsy,FALSE,5494246,3161,874,2287,2017.5
prime,TRUE,5494238,3184,1167,2017,2175.5
seare,FALSE,5494007,3420,1491,1929,2455.5
eldin,FALSE,5493998,3271,636,2635,1953.5
lends,FALSE,5493984,3242,574,2668,1908
loams,FALSE,5493760,3146,778,2368,1962
estop,FALSE,5493654,3360,387,2973,1873.5
rubel,FALSE,5493400,3265,822,2443,2043.5
spule,FALSE,5493343,3125,1178,1947,2151.5
ybore,FALSE,5493184,3250,842,2408,2046
dirls,FALSE,5493079,3120,674,2446,1897
onlay,FALSE,5492667,3197,767,2430,1982
mails,FALSE,5492665,3120,875,2245,1997.5
beath,FALSE,5492150,3278,1000,2278,2139
fouer,FALSE,5492064,3230,1110,2120,2170
acrid,TRUE,5491870,3211,620,2591,1915.5
pyres,FALSE,5491604,3274,682,2592,1978
north,TRUE,5491383,3106,757,2349,1931.5
porge,FALSE,5491178,3212,1084,2128,2148
proin,FALSE,5491068,3053,941,2112,1997
penis,FALSE,5490769,3217,717,2500,1967
roves,FALSE,5490458,3333,787,2546,2060
melon,TRUE,5490071,3225,723,2502,1974
razes,FALSE,5489870,3455,774,2681,2114.5
amber,TRUE,5489848,3367,766,2601,2066.5
lardy,FALSE,5489595,3181,988,2193,2084.5
mento,FALSE,5489218,3244,685,2559,1964.5
gripe,TRUE,5489139,3186,1122,2064,2154
unary,FALSE,5488961,3170,943,2227,2056.5
uncle,TRUE,5488917,3159,762,2397,1960.5
fiars,FALSE,5488870,3218,833,2385,2025.5
parly,FALSE,5488870,3157,1135,2022,2146
mased,FALSE,5488837,3251,927,2324,2089
togue,FALSE,5488829,3153,1001,2152,2077
acmes,FALSE,5488487,3329,596,2733,1962.5
ingle,FALSE,5487600,3201,774,2427,1987.5
hants,FALSE,5487293,3123,687,2436,1905
force,TRUE,5486832,3221,1154,2067,2187.5
strip,TRUE,5486544,3115,820,2295,1967.5
comte,FALSE,5486511,3142,1101,2041,2121.5
overt,TRUE,5485973,3382,638,2744,2010
infer,TRUE,5485749,3297,676,2621,1986.5
karos,FALSE,5485564,3239,655,2584,1947
retax,FALSE,5485540,3506,629,2877,2067.5
holey,FALSE,5485320,3173,1142,2031,2157.5
proem,FALSE,5485266,3210,1013,2197,2111.5
dreys,FALSE,5485168,3298,594,2704,1946
shorn,TRUE,5484860,3057,1036,2021,2046.5
abode,TRUE,5484807,3275,894,2381,2084.5
comet,TRUE,5484577,3142,1109,2033,2125.5
aimed,FALSE,5484525,3280,840,2440,2060
spain,FALSE,5484313,3070,1022,2048,2046
sherd,FALSE,5484241,3260,957,2303,2108.5
louts,FALSE,5484080,3063,707,2356,1885
runts,FALSE,5483643,3129,605,2524,1867
farls,FALSE,5483580,3219,801,2418,2010
lyard,FALSE,5483484,3181,688,2493,1934.5
colts,FALSE,5483462,3054,764,2290,1909
dirge,TRUE,5483429,3210,976,2234,2093
boats,FALSE,5483244,3134,934,2200,2034
carom,FALSE,5483134,3165,839,2326,2002
rebut,TRUE,5483038,3284,739,2545,2011.5
lowse,FALSE,5482985,3189,988,2201,2088.5
servo,FALSE,5482626,3333,875,2458,2104
leare,FALSE,5482525,3450,1213,2237,2331.5
feist,FALSE,5482187,3195,1068,2127,2131.5
dhole,FALSE,5482145,3126,1085,2041,2105.5
prion,FALSE,5481888,3053,937,2116,1995
karts,FALSE,5481694,3233,662,2571,1947.5
cytes,FALSE,5481262,3206,686,2520,1946
tolus,FALSE,5481192,3063,658,2405,1860.5
noahs,FALSE,5480861,3129,687,2442,1908
togas,FALSE,5480851,3167,694,2473,1930.5
dants,FALSE,5480558,3114,729,2385,1921.5
ploye,FALSE,5480227,3140,1014,2126,2077
tamis,FALSE,5480051,3139,708,2431,1923.5
skean,FALSE,5479813,3335,846,2489,2090.5
hoist,TRUE,5479809,2984,1038,1946,2011
tanhs,FALSE,5479521,3123,656,2467,1889.5
barns,FALSE,5479424,3181,858,2323,2019.5
pioye,FALSE,5479250,3139,1015,2124,2077
voile,FALSE,5479246,3173,1174,1999,2173.5
shura,FALSE,5479188,3200,891,2309,2045.5
rahui,FALSE,5479042,3229,511,2718,1870
begar,FALSE,5478919,3369,857,2512,2113
baled,FALSE,5478874,3250,1025,2225,2137.5
clits,FALSE,5478827,3028,840,2188,1934
haver,FALSE,5478516,3330,952,2378,2141
ravey,FALSE,5478500,3368,1140,2228,2254
korai,FALSE,5478250,3268,636,2632,1952
clint,FALSE,5478205,2960,1100,1860,2030
ceiba,FALSE,5477732,3327,794,2533,2060.5
yerds,FALSE,5477489,3298,516,2782,1907
ukase,FALSE,5477367,3242,945,2297,2093.5
hault,FALSE,5477300,3060,953,2107,2006.5
vires,FALSE,5477212,3307,762,2545,2034.5
carpi,FALSE,5477104,3187,726,2461,1956.5
milor,FALSE,5476901,3103,765,2338,1934
savor,TRUE,5476650,3186,1063,2123,2124.5
uptie,FALSE,5476619,3173,787,2386,1980
codes,FALSE,5476569,3165,906,2259,2035.5
stupe,FALSE,5476456,3144,1082,2062,2113
erhus,FALSE,5476256,3347,466,2881,1906.5
rhime,FALSE,5476250,3217,1007,2210,2112
valor,TRUE,5475578,3216,803,2413,2009.5
broil,TRUE,5475522,3072,998,2074,2035
nirly,FALSE,5475471,3099,928,2171,2013.5
sabed,FALSE,5475312,3220,1163,2057,2191.5
cogie,FALSE,5474949,3124,1126,1998,2125
ayins,FALSE,5474836,3141,648,2493,1894.5
wairs,FALSE,5474107,3205,841,2364,2023
inapt,FALSE,5473969,3119,731,2388,1925
inker,FALSE,5473949,3292,663,2629,1977.5
cauls,FALSE,5473822,3080,865,2215,1972.5
slorm,FALSE,5473807,3074,1005,2069,2039.5
sneak,TRUE,5473631,3335,906,2429,2120.5
lemon,TRUE,5473339,3225,653,2572,1939
capri,FALSE,5473266,3187,723,2464,1955
adobe,TRUE,5472854,3275,853,2422,2064
pulse,TRUE,5472657,3125,1035,2090,2080
copra,FALSE,5472226,3213,751,2462,1982
belts,FALSE,5472124,3256,702,2554,1979
warts,FALSE,5471915,3225,725,2500,1975
yodel,FALSE,5471855,3164,834,2330,1999
nitry,FALSE,5471713,3118,866,2252,1992
rajes,FALSE,5471654,3447,766,2681,2106.5
lapin,FALSE,5471256,3100,738,2362,1919
bride,TRUE,5470787,3177,1199,1978,2188
talcy,FALSE,5470786,3089,1081,2008,2085
dault,FALSE,5470565,3051,995,2056,2023
derny,FALSE,5470323,3230,1062,2168,2146
yince,FALSE,5469777,3118,923,2195,2020.5
abune,FALSE,5469658,3239,928,2311,2083.5
chine,FALSE,5469240,3080,1214,1866,2147
strak,FALSE,5469107,3233,882,2351,2057.5
moper,FALSE,5468247,3210,974,2236,2092
iftar,FALSE,5468156,3267,528,2739,1897.5
louis,FALSE,5467930,3043,726,2317,1884.5
chest,TRUE,5467728,3168,943,2225,2055.5
yules,FALSE,5467578,3196,658,2538,1927
selva,FALSE,5467324,3380,830,2550,2105
grots,FALSE,5467099,3095,801,2294,1948
ulema,FALSE,5467088,3368,543,2825,1955.5
dimer,FALSE,5466782,3208,904,2304,2056
verso,TRUE,5466651,3333,677,2656,2005
trogs,FALSE,5466638,3095,772,2323,1933.5
hames,FALSE,5466517,3260,788,2472,2024
segno,FALSE,5466043,3197,915,2282,2056
malts,FALSE,5466031,3140,698,2442,1919
abrin,FALSE,5465930,3210,608,2602,1909
lipas,FALSE,5465910,3168,547,2621,1857.5
diact,FALSE,5465719,3041,1025,2016,2033
letch,FALSE,5465432,3198,732,2466,1965
relax,TRUE,5464856,3487,630,2857,2058.5
nurls,FALSE,5464837,3110,584,2526,1847
hoied,FALSE,5464242,3125,1050,2075,2087.5
duras,FALSE,5464209,3191,659,2532,1925
psoai,FALSE,5464206,3193,576,2617,1884.5
coapt,FALSE,5463808,3043,1087,1956,2065
archi,FALSE,5463750,3220,503,2717,1861.5
cunei,FALSE,5463687,3158,852,2306,2005
gades,FALSE,5463410,3253,848,2405,2050.5
naped,FALSE,5463257,3231,835,2396,2033
glute,FALSE,5463204,3128,1044,2084,2086
drays,FALSE,5462949,3151,724,2427,1937.5
borde,FALSE,5462909,3203,1108,2095,2155.5
rumes,FALSE,5462867,3266,706,2560,1986
suint,FALSE,5462716,2939,1253,1686,2096
centu,FALSE,5462457,3178,719,2459,1948.5
guile,TRUE,5462249,3108,1153,1955,2130.5
shard,TRUE,5462022,3113,1087,2026,2100
koras,FALSE,5461756,3239,661,2578,1950
lycra,FALSE,5461732,3259,383,2876,1821
inlay,TRUE,5461727,3171,760,2411,1965.5
bayes,FALSE,5461656,3267,860,2407,2063.5
curst,FALSE,5461517,3027,971,2056,1999
henry,FALSE,5461469,3239,966,2273,2102.5
koine,FALSE,5461198,3128,1171,1957,2149.5
raiks,FALSE,5461071,3213,766,2447,1989.5
yamen,FALSE,5460967,3230,819,2411,2024.5
donas,FALSE,5460620,3120,728,2392,1924
carps,FALSE,5460610,3158,751,2407,1954.5
blets,FALSE,5460534,3256,726,2530,1991
sloth,TRUE,5460495,2985,1089,1896,2037
pedro,FALSE,5460451,3282,669,2613,1975.5
aboil,FALSE,5460342,3144,715,2429,1929.5
pains,FALSE,5460182,3070,930,2140,2000
dewar,FALSE,5459971,3366,754,2612,2060
blent,FALSE,5459912,3188,986,2202,2087
dames,FALSE,5459782,3251,830,2421,2040.5
floes,FALSE,5459703,3202,935,2267,2068.5
probe,TRUE,5459380,3179,1101,2078,2140
meany,FALSE,5459347,3230,1202,2028,2216
coram,FALSE,5459326,3165,845,2320,2005
nopal,FALSE,5459321,3126,693,2433,1909.5
rafts,FALSE,5459132,3238,609,2629,1923.5
rewon,FALSE,5458108,3310,635,2675,1972.5
viner,FALSE,5458031,3239,914,2325,2076.5
thiol,FALSE,5457970,3014,847,2167,1930.5
pusle,FALSE,5457960,3125,994,2131,2059.5
owlet,FALSE,5457446,3238,768,2470,2003
nidal,FALSE,5457212,3124,633,2491,1878.5
cargo,TRUE,5457098,3167,799,2368,1983
vaute,FALSE,5456632,3238,1075,2163,2156.5
amour,FALSE,5456472,3174,717,2457,1945.5
mouse,TRUE,5456436,3102,1146,1956,2124
loach,FALSE,5455868,3057,965,2092,2011
